address,name_tag,exchange,txn_count,eth_balance,graph_score,altcoin_count,token_count,wallet_type,composite_score,etherscan
0x90e9ddd9d8d5ae4e3763d0cf856c97594dea7325,Huobi 20,huobi,157892,2.13287651,0.0003707751214805203,0,0,hot/deposit,0.078467,https://etherscan.io/address/0x90e9ddd9d8d5ae4e3763d0cf856c97594dea7325
0xa8660c8ffd6d578f657b72c0c811284aef0b735e,Huobi 8,huobi,155930,0.0,0.00036987342079192236,0,0,hot/deposit,0.077566,https://etherscan.io/address/0xa8660c8ffd6d578f657b72c0c811284aef0b735e
0xfb8131c260749c7835a08ccbdb64728de432858e,BitMEX 2,bitmex,34185,1741.72444001,0.002819133432345615,0,0,hot/deposit,0.071766,https://etherscan.io/address/0xfb8131c260749c7835a08ccbdb64728de432858e
0x5401dbf7da53e1c9dbf484e3d69505815f2f5e6e,Huobi 25,huobi,138968,23.55360528,0.0003620779839519641,0,0,hot/deposit,0.069777,https://etherscan.io/address/0x5401dbf7da53e1c9dbf484e3d69505815f2f5e6e
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,Poloniex: REP,poloniex,94608,0.0116446,0.0012982261315698659,0,0,exchange,0.068538,https://etherscan.io/address/0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5
0x66c57bf505a85a74609d2c83e94aabb26d691e1f,Kraken 12,kraken,102250,175.21010483,0.000850044741966141,0,0,hot/deposit,0.063013,https://etherscan.io/address/0x66c57bf505a85a74609d2c83e94aabb26d691e1f
0xead6be34ce315940264519f250d8160f369fa5cd,Poloniex: ZRX,poloniex,83832,2.12186683,0.0012300223222884358,0,0,exchange,0.062325,https://etherscan.io/address/0xead6be34ce315940264519f250d8160f369fa5cd
0x0c6c34cdd915845376fb5407e0895196c9dd4eec,Huobi 28,huobi,80290,0.00394566,0.0003351106072926626,0,0,hot/deposit,0.042833,https://etherscan.io/address/0x0c6c34cdd915845376fb5407e0895196c9dd4eec
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,Poloniex: OMG,poloniex,48958,0.0,0.0009546041212616881,0,0,exchange,0.041123,https://etherscan.io/address/0x36b01066b7fa4a0fdb2968ea0256c848e9135674
0x1ccbdff6336b1027995a27a77b41fa87eb6608a3,nan,nan,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x1ccbdff6336b1027995a27a77b41fa87eb6608a3
0xbb3fd383d1c5540e52ef0a7bcb9433375793aeaf,nan,nan,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0xbb3fd383d1c5540e52ef0a7bcb9433375793aeaf
0x4dc98c79a52968a6c20ce9a7a08d5e8d1c2d5605,nan,nan,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x4dc98c79a52968a6c20ce9a7a08d5e8d1c2d5605
0x05f51aab068caa6ab7eeb672f88c180f67f17ec7,ABCC,abcc,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x05f51aab068caa6ab7eeb672f88c180f67f17ec7
0x2ddd202174a72514ed522e77972b461b03155525,Alcumex Exchange,alcumex exchange,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x2ddd202174a72514ed522e77972b461b03155525
0xaecbe94703df39b49ac440feb177c7f1f782c064,APROBIT,aprobit,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0xaecbe94703df39b49ac440feb177c7f1f782c064
0xf0c80fb9fb22bef8269cb6feb9a51130288a671f,Artis Turba Exchange 1,artis turba exchange,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0xf0c80fb9fb22bef8269cb6feb9a51130288a671f
0x94597850916a49b3b152ee374e97260b99249f5b,Artis Turba Exchange 2,artis turba exchange,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x94597850916a49b3b152ee374e97260b99249f5b
0x82a403c14483931b2ff6e4440c8373ccfee698b8,ArzPaya.com,arzpaya.com,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x82a403c14483931b2ff6e4440c8373ccfee698b8
0x03bdf69b1322d623836afbd27679a1c0afa067e9,AscendEX 1,ascendex,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x03bdf69b1322d623836afbd27679a1c0afa067e9
0x4b1a99467a284cc690e3237bc69105956816f762,AscendEX 2,ascendex,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x4b1a99467a284cc690e3237bc69105956816f762
0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd,AscendEX 3,ascendex,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd
0x4df5f3610e2471095a130d7d934d551f3dde01ed,ATAIX,ataix,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x4df5f3610e2471095a130d7d934d551f3dde01ed
0x92dbd8e0a46edd62aa42d1f7902d0e496bddc15a,Azbit,azbit,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x92dbd8e0a46edd62aa42d1f7902d0e496bddc15a
0xadb72986ead16bdbc99208086bd431c1aa38938e,Beaxy,beaxy,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0xadb72986ead16bdbc99208086bd431c1aa38938e
0x258b7b9a1ba92f47f5f4f5e733293477620a82cb,Beldex,beldex,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0x258b7b9a1ba92f47f5f4f5e733293477620a82cb
0x7a10ec7d68a048bdae36a70e93532d31423170fa,Bgogo 1,bgogo,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x7a10ec7d68a048bdae36a70e93532d31423170fa
0xce1bf8e51f8b39e51c6184e059786d1c0eaf360f,Bgogo 2,bgogo,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0xce1bf8e51f8b39e51c6184e059786d1c0eaf360f
0xf73c3c65bde10bf26c2e1763104e609a41702efe,Bibox,bibox,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0xf73c3c65bde10bf26c2e1763104e609a41702efe
0x0bb5de248dbbd31ee6c402c3c4a70293024acf74,Bidesk 2,bidesk,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0x0bb5de248dbbd31ee6c402c3c4a70293024acf74
0xed5cdb0d02152046e6f234ad578613831b9184d4,Bidesk 3,bidesk,0,0.0,0.0019880715705765406,0,0,hot/deposit,0.039761,https://etherscan.io/address/0xed5cdb0d02152046e6f234ad578613831b9184d4
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE,bigone,0,0.0,0.0019880715705765406,0,0,exchange,0.039761,https://etherscan.io/address/0xa30d8157911ef23c46c0eb71889efe6a648a41f7
